Case ID,Source Link(s) / Citation(s),Date,Entity,System Type,Title,Industry,Application Domain,Failure Category,Failure Mode(s),Manifestation Pattern,Manifestation — Brief Description,Propagation Reach,Boundary Transfer,Transfer Mode,Amplification,Propagation Chain,Detection Timing,Detector,Detection Signal,Impact Dimension(s),Risk Assessment,Risk Domain,Risk Subdomain,Recovery Complexity,Recovery Evidence Status,Recovery / Maintenance Action(s),Causal Location(s),Causal Mechanism,Missing Safeguard,Root Cause Description,Lifecycle Phase,Temporal Pattern,Timing / Period,Incident Year,Analysis Primary Category,Analysis Subcategory,Analysis Risk Level,Analysis Sector,Analysis Recovery Level,Propagation Level,Propagation Label
11,https://incidentdatabase.ai/cite/603,2021-07-02,Multiple US State Governments,Decision-Support/Optimization System,Healthcare allocation algorithms reduced care services for disabled and elderly patients,Healthcare & Medicine,Healthcare resource allocation and social services management,Distributional,Bias & Discrimination,Biased / disparate decision,State resource-allocation algorithms assigned inadequate home-care support to disabled and elderly patients.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Assessment Algorithm → Care Allocation Decision → Service Reduction → Individual Health Deterioration → Potential Institutionalization → Healthcare System Burden → Legal/Advocacy Response,Retrospective,Third party,Pattern/statistical,Civil rights / fairness / access; Physical safety / health; Service / operational,Severe,"Fairness, Civil Rights & Access",Biased essential-service allocation,Severe,Inferred,Policy/governance change,Data; Model,"Algorithmic systems incorrectly assessed care needs of disabled and elderly individuals, resulting in systematic underallocation of critical support services; algorithms designed or trained with biased data that undervalued needs of vulnerable populations; lack of adequate representation and validation for disabled/elderly care requirements in algorithm development","representative data, subgroup testing, and fairness monitoring","Algorithmic systems incorrectly assessed care needs of disabled and elderly individuals, resulting in systematic underallocation of critical support services; algorithms designed or trained with biased data that undervalued needs of vulnerable populations; lack of adequate representation and validation for disabled/elderly care requirements in algorithm development. Safeguards for representative data, subgroup testing, and fairness monitoring were absent or inadequate.",Post-deployment,Ongoing pattern,,2021,Distributional,Bias & Discrimination,Severe,Healthcare & Medicine,Severe,P3,Cross-organizational/ecosystem/public-scale
12,https://incidentdatabase.ai/cite/449,2022-12-01,Koko (Mental Health Nonprofit),Generative/Conversational System,Startup Misled Research Participants about GPT-3 Use in Mental Healthcare Support,Healthcare & Medicine,AI-powered mental health counseling and therapeutic support,Operational,Safety Validation/Oversight Gap,Human override / oversight failure,Koko presented GPT-3-generated mental-health responses without disclosing the AI involvement to participants.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Counseling Response → User Reliance on Inadequate Support → Potential Mental Health Impact → Trust Erosion in Mental Health Services → Regulatory/Ethical Scrutiny,Delayed,Researcher/media,Behavioral anomaly,Legal / regulatory; Reputational / trust; Psychological / social,High,Human Autonomy & Oversight,Unsafe AI mental-health deployment,High,Inferred,Policy/governance change,Human/Organizational Governance; Operational Process,GPT-3 deployed for mental health counseling despite lacking appropriate therapeutic capabilities; AI cannot provide genuine empathy or clinical understanding required for mental health support; inappropriate deployment in sensitive human interaction context without proper safeguards or informed consent.,independent safety validation and meaningful human oversight,GPT-3 deployed for mental health counseling despite lacking appropriate therapeutic capabilities; AI cannot provide genuine empathy or clinical understanding required for mental health support; inappropriate deployment in sensitive human interaction context without proper safeguards or informed consent. Safeguards for independent safety validation and meaningful human oversight were absent or inadequate.,Post-deployment,Single event,,2022,Operational,Safety Validation,High,Healthcare & Medicine,High,P2,Multi-component/workflow/system-wide
13,https://incidentdatabase.ai/cite/364,2020-04-15,Walmart,Moderation/Filtering/Detection System,Walmart's Bagging-Detection False Positives Exposed Workers to Health Risk,"Finance, Retail & Commerce",AI-powered retail security and theft prevention systems,Operational,Capability Limitation,Misclassification / false positive,Walmart’s theft-detection system repeatedly generated false alerts during ordinary checkout activity.,P2 — Multi-component/workflow/system-wide,Y,Signaled,Y,AI Theft Detection → False Positive Alert → Employee Intervention Requirement → Increased Human Contact → COVID-19 Exposure Risk → Potential Health Consequences,Immediate,Operator,Pattern/statistical,Physical safety / health; Service / operational; Education / employment,High,Safety & Health,Worker exposure from false alarms,Moderate,Inferred,Threshold/configuration adjustment,Model,AI theft detection system had insufficient accuracy leading to high false positive rates; system failed to adapt to pandemic context where minimizing human contact was critical; inadequate balance between loss prevention and worker safety considerations; lack of contextual awareness for crisis situations.,robust validation for expected edge cases and safe fallback handling,AI theft detection system had insufficient accuracy leading to high false positive rates; system failed to adapt to pandemic context where minimizing human contact was critical; inadequate balance between loss prevention and worker safety considerations; lack of contextual awareness for crisis situations. Safeguards for robust validation for expected edge cases and safe fallback handling were absent or inadequate.,Post-deployment,Recurring incidents,"During the COVID-19 pandemic, when social distancing was critical.",2020,Operational,Capability Limitation,High,"Finance, Retail & Commerce",Moderate,P2,Multi-component/workflow/system-wide
14,https://incidentdatabase.ai/cite/124,2019-10-24,Healthcare Algorithm Provider (Widely Used System),Predictive/Scoring Model,Algorithmic Health Risk Scores Underestimated Black Patients' Needs,Healthcare & Medicine,AI-powered healthcare risk assessment and care allocation,Distributional,Bias & Discrimination,Biased / disparate decision,The health-risk algorithm systematically underestimated the needs of Black patients.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Risk Assessment → Care Allocation Decision → Reduced Healthcare Access → Health Outcome Disparities → Perpetuation of Systemic Healthcare Inequity → Population Health Impact,Retrospective,Researcher/media,Pattern/statistical,Civil rights / fairness / access; Physical safety / health; Reputational / trust,Severe,"Fairness, Civil Rights & Access",racial bias in medical care allocation,Severe,Inferred,Local rollback/content correction; Model/subsystem replacement; Major algorithm redesign,Data; Model,"Healthcare algorithm used healthcare costs as proxy for health needs, but Black patients historically received less expensive care due to systemic healthcare disparities; algorithm learned and perpetuated this bias, systematically underestimating Black patients' actual medical needs; fundamental design flaw in proxy variable selection that encoded existing racial inequities","representative data, subgroup testing, and fairness monitoring","Healthcare algorithm used healthcare costs as proxy for health needs, but Black patients historically received less expensive care due to systemic healthcare disparities; algorithm learned and perpetuated this bias, systematically underestimating Black patients' actual medical needs; fundamental design flaw in proxy variable selection that encoded existing racial inequities. Safeguards for representative data, subgroup testing, and fairness monitoring were absent or inadequate.",Post-deployment,Ongoing pattern,,2019,Distributional,Bias & Discrimination,Severe,Healthcare & Medicine,Severe,P3,Cross-organizational/ecosystem/public-scale
15,https://incidentdatabase.ai/cite/36,2018-11-06,Ningbo Traffic Police (China),Surveillance/Identification System,Traffic facial-recognition system misidentified a woman pictured on a bus advertisement,Security & Law Enforcement,AI-powered traffic enforcement and facial recognition systems,Operational,Capability Limitation,Misclassification / false positive,The traffic facial-recognition system falsely identified a woman pictured on a bus advertisement as jaywalking.,P1 — Single downstream component/decision,Y,Silent,N,AI Facial Recognition → False Person Detection → Automated Enforcement System → Public Shaming Display → Reputational Damage → Media Attention,Immediate,Affected user,Behavioral anomaly,Reputational / trust; Psychological / social,Moderate,"Social, Psychological & Trust",Facial recognition capability failure in real-world deployment,Low,Inferred,Local rollback/content correction,Model,Facial recognition system lacked capability to distinguish between real humans and photographic representations; insufficient training or validation for real-world scenarios involving advertisements and images; fundamental limitation in person detection versus photo detection capabilities.,robust validation for expected edge cases and safe fallback handling,Facial recognition system lacked capability to distinguish between real humans and photographic representations; insufficient training or validation for real-world scenarios involving advertisements and images; fundamental limitation in person detection versus photo detection capabilities. Safeguards for robust validation for expected edge cases and safe fallback handling were absent or inadequate.,Post-deployment,Single event,,2018,Operational,Capability Limitation,Moderate,Security & Law Enforcement,Low,P1,Single downstream component/decision
16,https://incidentdatabase.ai/cite/311,2020-05-02,YouTube (Google),Moderation/Filtering/Detection System,YouTube Auto-Moderation Mistakenly Banned Women of Sex Tech Conference,Social Media & Platforms,Automated content moderation and platform governance,Operational,Capability Limitation,Misclassification / false positive,YouTube’s automated moderation system wrongly removed conference content and suspended participating women.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Content Moderation → False Positive Detection → Automatic Content Removal → Platform Disruption → Audience Loss → Reputation Impact → Alternative Platform Migration,Immediate,Operator,Behavioral anomaly,Financial / economic; Service / operational; Education / employment,Moderate,"Fairness, Civil Rights & Access",Automated content moderation overreach and context misunderstanding,Moderate,Documented,Organizational/process change,Model,YouTube's AI moderation system failed to distinguish between legitimate educational content about sexual health technology and prohibited sexual content; lack of contextual understanding and nuanced content analysis capabilities; insufficient training on professional/educational contexts involving sensitive topics.,robust validation for expected edge cases and safe fallback handling,YouTube's AI moderation system failed to distinguish between legitimate educational content about sexual health technology and prohibited sexual content; lack of contextual understanding and nuanced content analysis capabilities; insufficient training on professional/educational contexts involving sensitive topics. Safeguards for robust validation for expected edge cases and safe fallback handling were absent or inadequate.,Post-deployment,Ongoing pattern,,2020,Operational,Capability Limitation,Moderate,Social Media & Platforms,Moderate,P2,Multi-component/workflow/system-wide
17,https://incidentdatabase.ai/cite/321,2018-03-23,Tesla,Autonomous Control/Robotics System,"Tesla Model X on Autopilot Crashed into California Highway Barrier, Killing Driver",Transportation & Automotive,Autonomous vehicle navigation and control systems,Operational,Capability Limitation,Unsafe physical action or control,Tesla’s Autopilot steered the vehicle into a highway barrier.,P1 — Single downstream component/decision,Y,Silent,N,AI Perception System → Lane Detection Failure → Path Planning Error → Vehicle Control Decision → Barrier Collision → Fatal Injury → Regulatory Investigation → Industry Safety Review,Immediate,Operator,Consequence-based,Physical safety / health; Financial / economic; Legal / regulatory,Critical,Safety & Health,Fatal barrier collision under automation,Severe,Inferred,Legal/regulatory remediation,Model,Tesla Autopilot system failed to properly interpret faded lane markings and recognize concrete barrier as obstacle; AI perception system inadequate for degraded road infrastructure conditions; autonomous navigation continued operation beyond safe capability boundaries; lack of robust fail-safe mechanisms for ambiguous environmental conditions.,robust validation for expected edge cases and safe fallback handling,Tesla Autopilot system failed to properly interpret faded lane markings and recognize concrete barrier as obstacle; AI perception system inadequate for degraded road infrastructure conditions; autonomous navigation continued operation beyond safe capability boundaries; lack of robust fail-safe mechanisms for ambiguous environmental conditions. Safeguards for robust validation for expected edge cases and safe fallback handling were absent or inadequate.,Post-deployment,Single event,,2018,Operational,Capability Limitation,Critical,Transportation & Automotive,Severe,P1,Single downstream component/decision
18,https://incidentdatabase.ai/cite/323,2018-05-29,Tesla,Autonomous Control/Robotics System,Tesla on Autopilot Crashed into Parked Police Car in California,Transportation & Automotive,Autonomous vehicle navigation and collision avoidance systems,Operational,Capability Limitation,Unsafe physical action or control,Tesla’s Autopilot failed to avoid a parked police vehicle.,P1 — Single downstream component/decision,Y,Silent,N,AI Perception System → Stationary Object Detection Failure → Collision Avoidance System Bypass → Emergency Vehicle Impact → Fatal Injuries → Multiple Incident Pattern → Regulatory Investigation → Industry Safety Review,Immediate,Operator,Consequence-based,Physical safety / health; Legal / regulatory; Reputational / trust,Critical,Safety & Health,Stationary emergency-vehicle collision,Severe,Inferred,Legal/regulatory remediation,Model,"Tesla Autopilot system demonstrated systematic failure to detect and avoid stationary objects, particularly emergency vehicles; AI perception system inadequate for recognizing parked police cars, fire trucks, and other stationary obstacles; fundamental limitation in computer vision system's ability to distinguish moving vs.",robust validation for expected edge cases and safe fallback handling,"Tesla Autopilot system demonstrated systematic failure to detect and avoid stationary objects, particularly emergency vehicles; AI perception system inadequate for recognizing parked police cars, fire trucks, and other stationary obstacles; fundamental limitation in computer vision system's ability to distinguish moving vs. stationary objects in emergency scenarios; lack of robust fail-safe mechanisms for emergency vehicle detection. Safeguards for robust validation for expected edge cases and safe fallback handling were absent or inadequate.",Post-deployment,Single event,,2018,Operational,Capability Limitation,Critical,Transportation & Automotive,Severe,P1,Single downstream component/decision
19,https://incidentdatabase.ai/cite/331,2020-08-05,Instagram (Meta),Recommendation/Ranking System,Bug in Instagram’s “Related Hashtags” Algorithm Allegedly Caused Disproportionate Treatment of Political Hashtags,Social Media & Platforms,AI-powered content recommendation and hashtag curation systems,Operational,Design/Implementation Defect,Incorrect recommendation / ranking / amplification,Instagram’s related-hashtag system treated comparable political hashtags inconsistently.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Content Algorithm → Hashtag Association Bug → Differential Political Treatment → Unequal Content Visibility → Potential Voter Influence → Democratic Process Impact → Election Integrity Concerns,Retrospective,Researcher/media,Pattern/statistical,Civil rights / fairness / access; Information integrity; Legal / regulatory,High,"Fairness, Civil Rights & Access",Political-content discovery bias,High,Inferred,Local rollback/content correction,Software/Implementation,"Instagram algorithm bug caused systematic differential treatment of presidential campaign hashtags, protecting Trump content from negative associations while exposing Biden content to negative hashtags; algorithmic failure in content recommendation system created unintended political bias during critical election period.","pre-deployment testing, safe configuration, and logic validation","Instagram algorithm bug caused systematic differential treatment of presidential campaign hashtags, protecting Trump content from negative associations while exposing Biden content to negative hashtags; algorithmic failure in content recommendation system created unintended political bias during critical election period. Safeguards for pre-deployment testing, safe configuration, and logic validation were absent or inadequate.",Post-deployment,Ongoing pattern,During the 2020 U.S. presidential election period.,2020,Operational,Design & Implementation,High,Social Media & Platforms,High,P3,Cross-organizational/ecosystem/public-scale
20,https://incidentdatabase.ai/cite/74,2020-01-30,Detroit Police Department; DataWorks Plus,Surveillance/Identification System,Detroit Police Wrongfully Arrested Black Man Due To Faulty FRT,Security & Law Enforcement,AI-powered facial recognition for criminal investigation and identification,Distributional,Bias & Discrimination,Misclassification / false positive,Facial-recognition software falsely matched a Black man to surveillance footage.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Facial Recognition → False Positive Identification → Police Investigation → Arrest Warrant → Wrongful Detention → Civil Rights Violation → Legal Settlement → Pattern of Multiple Cases,Retrospective,Third party,Pattern/statistical,Civil rights / fairness / access; Financial / economic; Psychological / social,High,"Fairness, Civil Rights & Access",Racially biased police identification,Severe,Inferred,Policy/governance change; Legal/regulatory remediation,Data; Model,Facial recognition system trained on biased datasets with inadequate representation of Black individuals; algorithmic bias resulted in significantly higher false positive rates for Black people; system deployed in law enforcement context without adequate bias testing or mitigation measures; fundamental computer vision limitations in cross-racial facial recognition,"representative data, subgroup testing, and fairness monitoring","Facial recognition system trained on biased datasets with inadequate representation of Black individuals; algorithmic bias resulted in significantly higher false positive rates for Black people; system deployed in law enforcement context without adequate bias testing or mitigation measures; fundamental computer vision limitations in cross-racial facial recognition. Safeguards for representative data, subgroup testing, and fairness monitoring were absent or inadequate.",Post-deployment,Recurring incidents,,2020,Distributional,Bias & Discrimination,High,Security & Law Enforcement,Severe,P2,Multi-component/workflow/system-wide
21,https://incidentdatabase.ai/cite/76,2020-10-09,Buenos Aires City Government,Surveillance/Identification System,Live Facial Recognition is Tracking Kids Suspected of Being Criminals,Security & Law Enforcement,AI-powered surveillance and criminal identification systems,Operational,Safety Validation/Oversight Gap,Privacy intrusion / surveillance,The live facial-recognition system tracked children listed in an outdated criminal-suspect database.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Facial Recognition → Inappropriate Child Targeting → Criminal Database Integration → Privacy Violations → False Arrests → Civil Rights Violations → Democratic Oversight Erosion,Retrospective,Researcher/media,Pattern/statistical,Privacy / data protection; Civil rights / fairness / access; Legal / regulatory,Severe,Privacy & Data Protection,Biometric surveillance of minors,Severe,Inferred,Service suspension/retirement; Legal/regulatory remediation,Human/Organizational Governance; Operational Process,"Facial recognition system demonstrated poor performance on young faces leading to inappropriate targeting of children; AI linked to improperly secured criminal database; implementation without adequate safeguards, oversight, or legal protections for minors; systematic surveillance of vulnerable population without proper protocols.",independent safety validation and meaningful human oversight,"Facial recognition system demonstrated poor performance on young faces leading to inappropriate targeting of children; AI linked to improperly secured criminal database; implementation without adequate safeguards, oversight, or legal protections for minors; systematic surveillance of vulnerable population without proper protocols. Safeguards for independent safety validation and meaningful human oversight were absent or inadequate.",Post-deployment,Ongoing pattern,,2020,Operational,Safety Validation,Severe,Security & Law Enforcement,Severe,P3,Cross-organizational/ecosystem/public-scale
22,https://incidentdatabase.ai/cite/532,2020-06-20,U.S. Citizenship and Immigration Services,Generative/Conversational System,U.S. Citizenship and Immigration Services AI Translation is Jeopardizing Afghan Asylum Claims,Government & Public Services,AI-powered language translation for legal and immigration proceedings,Distributional,Representation/Low-Resource Gap,Hallucinated / fabricated output,The translation tool produced mistranslations that altered the meaning of Afghan asylum statements.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Translation Error → Document Discrepancy → Legal Inconsistency → Asylum Denial → Potential Deportation → Life-Threatening Consequences → Systematic Impact on Afghan Refugees,Delayed,Operator,Behavioral anomaly,Financial / economic; Civil rights / fairness / access; Legal / regulatory,Severe,"Fairness, Civil Rights & Access",Machine translation inadequacy in life-critical legal proceedings,Severe,Inferred,Affected-case review/redress,Data; Model,Machine translation system inadequately trained on Pashto language with insufficient data representation; AI failed to accurately translate critical pronouns that changed meaning of asylum testimony; low-resource language bias in training data led to systematic translation errors affecting Afghan refugees disproportionately; deployment in life-critical legal context without adequate accuracy validation,representative low-resource data and subgroup validation,Machine translation system inadequately trained on Pashto language with insufficient data representation; AI failed to accurately translate critical pronouns that changed meaning of asylum testimony; low-resource language bias in training data led to systematic translation errors affecting Afghan refugees disproportionately; deployment in life-critical legal context without adequate accuracy validation. Safeguards for representative low-resource data and subgroup validation were absent or inadequate.,Post-deployment,Ongoing pattern,,2020,Distributional,Prediction & Drift,Severe,Government & Public Services,Severe,P2,Multi-component/workflow/system-wide
23,https://incidentdatabase.ai/cite/592,2023-02-16,Detroit Police Department,Surveillance/Identification System,Facial Recognition Misidentifies Pregnant Woman Leading to False Arrest in Detroit,Security & Law Enforcement,AI-powered facial recognition for criminal investigation and suspect identification,Distributional,Bias & Discrimination,Misclassification / false positive,Facial-recognition software falsely matched a pregnant Black woman to a robbery suspect.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Facial Recognition → False Positive Match → Police Investigation → Arrest Warrant → Wrongful Detention → Physical Health Impact → Medical Emergency → Legal Proceedings,Retrospective,Regulator/legal,Contestation/appeal,Physical safety / health; Civil rights / fairness / access; Psychological / social,High,"Fairness, Civil Rights & Access",Wrongful arrest of pregnant woman,Severe,Inferred,Model retraining/revalidation,Data; Model,"Facial recognition system demonstrated systematic racial bias with documented poor accuracy for Black individuals, particularly Black women aged 18-30; AI incorrectly identified pregnant woman based on 8-year-old photo; system deployed without adequate bias testing or mitigation for vulnerable populations; represents pattern of systematic discrimination with all six known false arrests nationally affecting Black individuals","representative data, subgroup testing, and fairness monitoring","Facial recognition system demonstrated systematic racial bias with documented poor accuracy for Black individuals, particularly Black women aged 18-30; AI incorrectly identified pregnant woman based on 8-year-old photo; system deployed without adequate bias testing or mitigation for vulnerable populations; represents pattern of systematic discrimination with all six known false arrests nationally affecting Black individuals. Safeguards for representative data, subgroup testing, and fairness monitoring were absent or inadequate.",Post-deployment,Single event,,2023,Distributional,Bias & Discrimination,High,Security & Law Enforcement,Severe,P2,Multi-component/workflow/system-wide
